"","SRR7624365","SRR7624366","SRR7624367","SRR7624368","SRR7624369","SRR7624370","SRR7624371","SRR7624372","SRR7624373","SRR7624374","SRR7624375","SRR7624376","SRR7624377","SRR7624378","SRR7624379","SRR7624380"
"ENSMUSG00000049643",2105.375,1683.875,1429.3125,1405.9375,1613.25,1656.5625,1906,1576.4375,1916,1557.03125,1622.1875,1768.59375,1838.3125,1347.125,956.125,908.375
"ENSMUSG00000004056",6259.375,5512.375,5669.125,5576.8125,4117.6875,4319.9375,4212.375,3864.75,4182.875,3135.5,4301.25,3683.15625,3955.21875,3094.625,2776.25,3081.5625
"ENSMUSG00000108592",22.375,20,20,20,20.8125,26.5,20,20,20,20,20,20,20,20,20,20
"ENSMUSG00000007944",64.125,67.0625,53.875,83.625,47.625,60.9375,61.84375,73.8125,63.4375,54.1875,20,25.8125,20,20,20,20
"ENSMUSG00000040390",1151.125,741.125,938.03125,783,798.21875,816.1875,705.8125,620,639.375,569.8125,613.625,688.3125,791.0625,628.625,1064.28125,824.15625
"ENSMUSG00000108520",41.875,20.25,20,23.5,33.875,20.4375,32.9375,44.96875,20,37.1875,30.6875,44.1875,62.875,57.875,63.5625,50.3125
"ENSMUSG00000057093",2649.0625,3473.75,6109,5036.375,4788.1875,5741.46875,3182.84375,3415.03125,566.5,749.4375,290.6875,326.0625,172.5625,239.1875,307.375,262.71875
"ENSMUSG00000037640",4038.3125,3194.90625,2756.53125,2829.25,3671.9375,3404.78125,2679.25,2807.9375,2317.75,2648.3125,2812.5625,2551.8125,2969.59375,2722.75,2990.5625,2620.625
"ENSMUSG00000109143",59.75,30.4375,88.96875,49.3125,34.9375,46.25,27.25,20,20,20,20,20,20,20,26.8125,20
"ENSMUSG00000030604",3041.3125,2794.75,3594.125,3848.21875,3885.59375,3803,3141.96875,3395.96875,3135.5,3026.625,3042.0625,3045.78125,1858.9375,2112.1875,1783.6875,1787.5
"ENSMUSG00000078779",5007.34375,6218.6875,7054.75,6654.8125,8351.3125,9258.25,6778.84375,6539.1875,2244.125,3069.4375,1624.75,1551.125,1289.1875,1432.8125,1036.1875,1225.625
"ENSMUSG00000020420",1411.3125,1247.09375,1263.40625,1563.125,1171.25,1246,1155.25,1590,1473.5,1909,1319.8125,1391.6875,935.875,1241.5,856.9375,995.6875
"ENSMUSG00000108314",107,109.75,108.375,81.75,77.125,100.125,60.0625,124.9375,56.6875,104,76.3125,78.9375,46.125,53.25,56.5625,57.9375
"ENSMUSG00000070709",561.40625,571.875,312.3125,249.71875,306.375,248.8125,304.25,368.1875,275.6875,485.28125,274.75,242.28125,262.5,552.75,606.15625,610.0625
"ENSMUSG00000063047",1511.71875,1672.90625,1499.84375,1631.1875,1642.4375,1570.25,1483.9375,1725.5625,1367.6875,1401.96875,2023.5625,1859.75,1391.6875,1421.53125,1181.96875,1261.25
"ENSMUSG00000096916",6085.1875,5862.375,6690.8125,7825.5625,6063.6875,5929,6042.3125,6734.6875,7928.125,7810.46875,8432.1875,7124.9375,6433.46875,8453.3125,5698.5,5810.9375
"ENSMUSG00000030603",15730.9375,15608.875,16038.125,16822.5,19331.875,19370.875,22235,21707.3125,23119,18841.1875,22804.0625,22330.0625,25219.875,21742.1875,15482.1875,18472.4375
"ENSMUSG00000047730",28.34375,20,22.5625,28.9375,39.625,20,21.0625,20,59.5625,63.5625,35.25,35.5,274.75,122.90625,378.9375,295
"ENSMUSG00000078776",416.65625,460.6875,590.96875,753.15625,637.8125,716.5,649.15625,535.125,765,520.5625,266.125,167.1875,105.21875,33.875,20,20
"ENSMUSG00000109015",37.75,50.375,45.1875,63.5,63.5625,80.6875,60.9375,80.8125,37.25,66.625,84.375,77.59375,56.6875,68,97.21875,52.40625
"ENSMUSG00000046865",6166.3125,6273.5,6247.4375,6594.25,6511.125,6404.1875,6654.8125,6656.625,6588.375,6079.125,7642.0625,6828.375,8550.96875,8314.375,7538.1875,8661.8125
"ENSMUSG00000002409",627.3125,672.8125,704.65625,622.6875,417.09375,408.40625,631.4375,401.1875,503.71875,479.4375,436.375,474.59375,368.375,185.1875,685.3125,353.96875
"ENSMUSG00000046058",1829.3125,1163.78125,1820.4375,1558.375,1804.5,1711.90625,1137.375,1155,1380.03125,1143.40625,966.96875,998.875,1278.25,903.125,1014.625,1088.3125
"ENSMUSG00000070705",356.75,164.9375,145.4375,137.3125,232.5,246.625,156.1875,195.625,221,160.5625,245.4375,220.53125,433.78125,319.8125,474.4375,427.84375
"ENSMUSG00000046750",40.875,21.0625,35.8125,23.5,20,20,20,20,20,20,20,20,20,20,24.25,33.625
"ENSMUSG00000003436",96.65625,62.625,92.15625,53.6875,52.375,36.125,46.25,77.34375,344.0625,182.375,964.21875,678.6875,1308.09375,577.25,916.375,620.71875
"ENSMUSG00000003438",5402.1875,4673.0625,4633.78125,4710.21875,4925.4375,5046.6875,5736.4375,5864.65625,6744.59375,5680.75,7362.6875,7246.4375,9363.6875,9190.875,7204,8087.4375
"ENSMUSG00000003435",13271.3125,15961.8125,16050.3125,15656.375,15142.0625,13592.3125,19146.125,17250.0625,15024.0625,16412.375,17428.5625,14933.1875,16106.5625,13686.875,14128.75,15074.6875
"ENSMUSG00000037563",42086.625,31884.125,33091.3125,31029.625,30590.375,34705.8125,30340.5,31474,32855.1875,27017.3125,28775.0625,29021.875,38095.6875,35479.4375,38220.0625,42556.3125
"ENSMUSG00000077711",138.9375,134.6875,162.28125,230.6875,133.75,175.71875,109.78125,134.25,145.4375,150.8125,168.0625,165.78125,125.4375,174.9375,103.1875,166
"ENSMUSG00000037552",822.90625,715.3125,946.375,734.875,790.625,934.65625,545.5,518.9375,415.90625,547.5,671,908.375,1708.3125,1051.3125,8205.6875,4377.125
"ENSMUSG00000044786",427.84375,385.125,1760.90625,897.875,159.8125,167.6875,113.59375,157.625,281.21875,325.125,599.125,671.1875,403.9375,617.96875,2021.25,1606.625
"ENSMUSG00000003444",708.375,692.5,925.21875,1072,1148.90625,1150.25,1234.625,1278.625,1431.6875,798.4375,1589.15625,1298.84375,1566.4375,771.65625,720.75,664.3125
"ENSMUSG00000003437",3436.59375,4956.5625,4839.71875,5209.8125,6173.53125,5936.625,6437.75,5940.03125,5308.1875,5102.28125,6894.25,5954.4375,5954.4375,4580.8125,4677.6875,4718.6875
"ENSMUSG00000109336",3162.78125,2499.25,1864.5,1685.6875,1765.1875,1943.875,1768.0625,1727.8125,2260.9375,2014.5625,2400.875,3403.0625,3221.5,2776.53125,3963.21875,3358.125
"ENSMUSG00000060791",429.4375,303.75,420.5625,476.125,334.46875,370.59375,328.4375,382,352.09375,325.125,238.125,234.4375,467.5625,510,856.03125,972.28125
"ENSMUSG00000030600",854.34375,555.6875,384.125,298.875,464.09375,446.8125,607.375,626.65625,866.4375,600.1875,1124.53125,1329.15625,1323.25,761.34375,900.21875,609.40625
"ENSMUSG00000099417",34.96875,45.9375,20,43.125,31.9375,43.5625,40.71875,41.8125,76.5,85.21875,112.1875,92.5,135.625,76.125,113.0625,96.25
"ENSMUSG00000030602",7438.5625,6025.03125,6135.75,4788.1875,4259,4228.625,4590.0625,3910,4287.875,4149.25,4099.09375,3902.0625,4157.875,3186.25,4312.5625,2717
"ENSMUSG00000037469",44.125,41.9375,20,20,38.625,85.875,39.5625,88.9375,82.625,101.375,39.34375,43.03125,77.4375,62.0625,66.4375,61.25
"ENSMUSG00000037463",442.40625,580.5,379.09375,307.46875,716.25,872.59375,803.28125,1076.65625,718.78125,965.6875,550.78125,583.6875,535.25,624.0625,901.34375,831.5
"ENSMUSG00000030598",248.75,216.28125,149.9375,170.3125,129.8125,157.5625,241.3125,429.8125,510.25,601.28125,599.125,592.625,497.5,430.8125,198.25,349.6875
"ENSMUSG00000045948",2369.5,2108.90625,1551.78125,1707.75,2616.75,2602.375,2886.6875,3353.625,4346.875,3213.4375,3970.0625,4262.8125,4783.375,2375.03125,1626.65625,1603.8125
"ENSMUSG00000070699",2272.4375,2092.21875,2407.125,2434.875,2717.34375,2501.875,3298.1875,2966.5625,2890.1875,2587.8125,3221.625,3100.125,3032.625,2573.9375,2192.46875,2181.75
"ENSMUSG00000030595",1508.8125,1231.40625,1384.0625,1255.6875,1164.5,1243.21875,1333.9375,1419.03125,1510.8125,1337.3125,1728.375,1815.875,2036.4375,1633.21875,1197.3125,1249.375
"ENSMUSG00000015149",1688.65625,1223.8125,1407.3125,1015.25,953.4375,968.5,766.9375,709.25,684.5,684.375,791.8125,787.96875,930.4375,851.6875,1382.1875,1455
"ENSMUSG00000051735",1360.9375,1269.9375,790.375,963.125,1610.53125,1562.125,2183.625,2599.3125,4438.6875,2988.28125,3775.65625,3847.5625,1380.25,960.75,250.6875,191.8125
"ENSMUSG00000015165",31029.625,39272.125,29919.3125,34500.3125,28097.125,27931.3125,40737.5,37253.3125,42207.625,42724.5625,40426.375,38657.8125,42556.3125,40112.375,40651.0625,36996.0625
"ENSMUSG00000109420",43,20.25,30.5,23.5,23.75,52.1875,62.75,64.34375,33.625,56.46875,80.8125,55.9375,66.65625,102.9375,62.65625,119.71875
"ENSMUSG00000053898",5152.75,4354.8125,4073,3760.875,3601.0625,3530.5625,4544.875,4516.5625,5366.4375,5191,3007.875,3428.375,2506.75,3312.75,2257.3125,2520.375
"ENSMUSG00000053964",322.125,361.875,1148.5,646.625,1207.84375,414,749.96875,243.25,391.9375,107.1875,246.96875,90.125,116.96875,46.3125,104.78125,46.8125
"ENSMUSG00000053522",20,20,20,20,170.5625,245.03125,90.375,94.15625,57.75,62.4375,39.34375,39.53125,20,20,20,20
"ENSMUSG00000054083",54.875,86.90625,74.6875,90.125,51.3125,75.875,92.5625,96.25,128.6875,99.15625,145.1875,191.625,89.5625,92.9375,54.625,61.25
"ENSMUSG00000054808",12415.8125,13035.5625,10680,11639.875,22656.875,24118.4375,25390.375,25742.0625,28339.25,25008.0625,22463.875,32789.875,17145.8125,23396.6875,22864.875,25424.8125
"ENSMUSG00000109314",56.6875,48.375,129.875,88.375,105.8125,98.875,106.625,89.9375,83.46875,97.125,97.8125,180.1875,33.875,46.3125,136.3125,63.5
"ENSMUSG00000053565",22769.4375,19390.6875,18762.4375,19645.75,20536.8125,21590.25,23647.125,22827.6875,27756.4375,22656.875,26387.25,26570.1875,30905.625,20726.6875,23450.34375,22914.875
"ENSMUSG00000037337",2164.5625,1671,1642.25,1535.25,968.6875,888.84375,1396.625,1302.9375,1727.21875,1712.1875,1165.71875,1077.78125,1368.90625,1222.1875,1183.0625,1059.3125
"ENSMUSG00000030592",408.6875,614.875,519,478.9375,328.53125,310.75,425.6875,530.625,651.90625,838.21875,1001.375,1522.0625,1100.3125,1370.9375,770.34375,701.25
"ENSMUSG00000109017",20,20,20,20,20,20,21.5,20,65.625,60.1875,58.0625,65.75,28.375,31.625,20,20
"ENSMUSG00000030589",231.625,247.5,162.28125,158.875,192.8125,167.6875,383.125,331.9375,385,398.9375,565.78125,485,561.03125,503.625,558.21875,468.5625
"ENSMUSG00000030590",426.9375,388.1875,344.3125,343.625,298.34375,354.3125,440.34375,474.09375,401.0625,376.875,407,344.75,532,567.625,409.40625,486.625
"ENSMUSG00000099098",20,20,20,20,20,20,20,20,20,20,20,20,20,20,30.5,43.25
"ENSMUSG00000037239",193.75,263.46875,254.1875,270.25,291.0625,405.03125,334.25,457.0625,526.71875,434,1711.15625,1473.40625,1674.71875,1189.6875,1249.28125,1047
"ENSMUSG00000031493",20,48.375,93,67.90625,36.8125,36.125,33.875,37.75,26.5625,29.4375,31.8125,50.3125,51.9375,55.5625,41.03125,26.75
"ENSMUSG00000030591",13854.8125,12161.625,12806.4375,13577.75,14241.0625,14086.625,14525.375,14939.0625,14829.4375,13337.6875,12917.5625,12889.375,18331.25,15890.5625,15864.5,16853.4375
"ENSMUSG00000049676",20,115.625,76.5,38.1875,29.3125,29.75,45.25,80.8125,53.5,95.125,65.59375,101.1875,94.875,124.25,587.9375,311.9375
"ENSMUSG00000046410",125.8125,160.1875,167.125,169,147.9375,154.75,96.1875,147.625,155.5,164.03125,332.125,324.0625,589.5,422.375,641.9375,471
"ENSMUSG00000030588",3540.5,2569.4375,3024.8125,2473.5,2586.8125,2727.90625,2747.3125,2567.09375,2793.6875,2410.5,2602,2583.46875,3904.0625,4175.65625,4192.75,4586
"ENSMUSG00000030587",81.28125,62.625,202,123.5625,417.09375,672.625,307.6875,277.21875,128.6875,111.3125,42.53125,78.9375,99.125,83,161.3125,121.65625
"ENSMUSG00000074227",3700.6875,2953.5,2787.46875,2894.1875,3919.46875,4422.125,4044.5625,3814.3125,5248.5,4070.875,5119.59375,4898.875,6752.5,5832.5625,7604,6633.4375
"ENSMUSG00000037166",110.5625,82,91.0625,83.625,52.375,66.3125,105.625,99.625,94.875,78.1875,84.375,104.21875,235.90625,212.4375,276,322.125
"ENSMUSG00000030584",423.5625,370.5,181.125,431.78125,847.3125,1060.59375,1333.9375,1210.25,1580,931.71875,1482.6875,1395,1111.34375,1147.625,219.28125,191.8125
"ENSMUSG00000109351",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20.5625,20
"ENSMUSG00000030583",2957.75,1888.75,1651.5625,910.9375,1646.4375,1189.6875,2572.03125,1519.6875,2925.5625,1870.21875,2204.78125,2833.375,2490.8125,1799.75,2282.125,1435.5
"ENSMUSG00000049123",20,49.3125,26.5625,39.1875,34.9375,20,64.9375,57.6875,40,29.4375,20,38.375,29.375,36.125,122.6875,50.3125
"ENSMUSG00000109205",22.375,20,20,20,40.625,20,20,20,36.4375,20,20,20,26.375,20,27.875,32.5
"ENSMUSG00000046185",2514.21875,2544.3125,2727.90625,2658.46875,2661.1875,2810.5,2333.59375,2316.625,1795.9375,1703.9375,2184,1959.75,1835.125,1765.1875,1258.71875,1589.78125
"ENSMUSG00000047473",796.25,712.375,284.9375,315.0625,311.4375,361.15625,218.8125,253.4375,130.8125,245.4375,178.78125,154.28125,302.375,341.5625,406.1875,394.8125
